SiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,TiO2,Mineral
34.84,21.32,11.34,11.49,6.57,1.63,2.48,2.3,Gabbro
45.41,12.45,2.72,1.69,8.21,2.86,2.89,2.34,Granite
58.87,9.96,1.11,10.65,10.3,6.94,1.85,0.37,Peridotite
54.78,24.85,4.02,13.2,6.96,2.27,4.33,1.66,Basalt
65.61,16.76,13.14,10.1,1.98,2.77,3.76,2.66,Amphibolite
39.92,7.62,7.88,11.4,0.9,3.01,4.68,1.29,Andesite
69.39,21.76,14.15,2.23,9.87,6.3,4.76,2.27,Serpentine
79.77,13.34,12.56,4.28,11.45,0.53,2.77,0.77,Granite
38.22,11.32,13.39,14.19,9.35,6.86,2.51,0.65,Quartz
36.51,7.4,8.8,13.79,7.84,0.96,0.69,0.49,Slate
70.38,10.9,12.54,9.2,3.76,6.98,4.26,2.77,Granite
58.28,12.0,6.32,12.35,9.67,3.95,4.32,0.41,Dolomite
70.99,6.4,1.35,8.47,7.45,3.59,2.08,1.21,Marble
62.78,14.38,1.64,11.35,1.7,0.81,0.82,2.32,Gabbro
57.71,12.4,2.94,11.52,3.96,4.52,4.66,1.48,Olivine
46.55,6.03,3.71,7.89,6.75,7.93,2.51,0.41,Olivine
70.25,23.29,9.91,12.34,7.12,5.57,2.01,2.05,Syenite
65.93,11.35,1.78,13.13,9.27,1.46,3.53,1.64,Slate
53.92,22.31,5.89,13.34,5.89,3.21,3.05,2.55,Mica
51.62,9.38,6.55,14.97,5.12,1.9,3.53,1.28,Quartz
57.32,20.99,7.35,8.96,1.53,5.71,2.03,2.92,Feldspar
42.16,21.28,14.45,6.01,3.05,7.81,1.96,1.07,Rhyolite
68.34,19.13,2.02,1.8,2.92,2.73,1.71,0.3,Basalt
57.69,14.98,6.98,6.7,8.5,1.43,3.12,0.61,Feldspar
52.01,22.13,4.75,3.11,3.62,6.6,4.93,0.3,Olivine
44.57,22.02,5.91,2.4,3.86,3.14,3.86,2.21,Granite
74.33,15.06,6.04,3.66,1.04,4.39,2.9,2.6,Pyroxene
67.23,9.0,5.95,6.16,6.38,2.84,0.81,2.23,Rhyolite
43.13,20.05,3.51,9.43,0.56,1.44,0.63,0.79,Feldspar
73.57,22.39,4.93,10.71,11.48,0.6,4.19,2.87,Pyroxene
59.13,11.86,4.19,6.65,7.97,5.3,0.7,1.22,Peridotite
79.65,5.23,5.6,5.41,5.46,2.68,3.38,1.27,Gabbro
55.25,8.58,13.36,9.77,2.52,2.3,4.74,1.98,Syenite
58.44,7.86,8.2,9.43,11.54,0.79,4.36,2.32,Gabbro
68.89,14.79,4.83,7.44,10.94,6.09,3.82,2.88,Syenite
35.97,19.98,8.81,3.6,7.06,4.71,3.55,0.79,Pyroxene
33.21,15.35,1.91,11.39,9.53,2.56,4.45,2.69,Talc
62.69,9.84,2.81,3.95,10.55,2.29,3.31,2.89,Feldspar
62.51,11.2,8.96,3.96,6.15,3.99,2.77,1.08,Basalt
60.84,11.72,12.81,4.66,2.96,0.61,4.32,0.37,Amphibole
37.27,19.36,13.23,5.49,7.37,5.03,1.41,2.26,Granite
67.15,18.95,6.89,1.48,3.45,5.19,0.53,1.98,Basalt
49.17,6.24,3.47,12.27,11.88,6.68,0.71,0.89,Andesite
50.69,14.44,8.97,4.41,2.89,3.62,3.84,0.85,Peridotite
45.0,9.51,12.89,7.59,9.8,1.8,2.71,0.46,Granite
48.38,20.64,8.12,11.1,2.79,6.26,2.34,2.45,Andesite
30.72,8.86,13.57,11.49,7.67,3.31,2.85,2.34,Rhyolite
76.98,24.49,5.48,4.05,1.61,2.29,3.42,1.49,Serpentine
32.87,19.34,14.32,5.32,10.6,3.19,1.56,2.92,Marble
31.58,6.87,9.74,5.53,9.09,7.28,2.89,1.24,Feldspar
63.08,6.54,7.59,2.0,3.72,7.69,1.7,0.36,Chlorite
53.3,8.84,1.05,13.05,3.49,5.89,1.88,0.28,Amphibolite
44.29,16.84,4.81,6.38,4.48,7.09,4.37,2.56,Syenite
69.06,8.33,8.5,2.82,6.58,3.46,2.87,2.09,Gabbro
57.18,22.42,14.1,13.46,4.96,7.36,3.4,2.43,Quartz
45.64,10.15,6.92,8.85,5.47,7.81,3.62,0.71,Slate
48.6,11.28,7.89,13.75,4.98,7.84,0.77,0.85,Peridotite
78.29,12.28,1.06,1.89,5.83,6.08,2.31,1.54,Basalt
73.32,13.45,11.64,2.05,9.63,3.16,4.3,0.59,Syenite
77.55,19.04,9.45,13.98,10.25,0.62,1.62,1.32,Quartz
45.08,19.7,1.29,11.11,10.53,2.55,2.77,1.91,Syenite
68.38,11.03,4.28,9.83,7.79,5.04,2.91,1.5,Amphibolite
60.12,15.78,4.06,7.65,7.64,5.68,3.7,2.66,Mica
35.97,14.0,8.1,7.65,8.55,6.53,4.86,1.88,Feldspar
59.92,15.35,2.6,1.32,0.89,1.01,3.57,2.58,Gabbro
46.92,16.19,13.67,9.03,8.56,2.29,3.32,2.1,Gabbro
73.24,8.51,9.95,11.17,8.84,6.43,3.8,2.65,Andesite
70.9,23.46,14.37,1.33,0.74,7.56,0.91,2.9,Basalt
52.3,14.31,12.52,12.53,3.61,2.61,2.13,1.19,Basalt
45.59,19.74,9.66,4.89,4.77,3.78,2.4,2.06,Pyroxene
33.46,16.26,3.22,6.97,1.49,2.25,1.84,0.61,Gabbro
75.3,6.77,11.85,9.89,0.85,7.82,4.05,2.64,Syenite
60.29,9.25,6.07,13.36,10.22,1.77,1.98,2.66,Slate
60.57,20.62,10.04,4.56,8.61,3.02,4.75,1.18,Slate
47.38,5.48,1.26,1.19,11.03,5.42,1.38,0.47,Mica
35.85,17.73,5.19,10.74,4.12,7.52,1.53,1.27,Syenite
33.67,21.03,10.33,2.59,7.44,4.65,0.63,2.7,Feldspar
44.93,20.68,1.37,10.07,8.04,6.52,3.78,0.48,Olivine
45.92,22.96,12.25,1.29,9.15,5.1,1.51,2.31,Amphibole
44.4,7.52,6.23,12.35,4.47,5.56,3.58,1.67,Quartz
73.72,15.87,10.67,12.92,3.96,3.3,2.64,2.76,Olivine
76.42,16.16,7.4,10.39,5.97,6.64,2.72,2.27,Andesite
36.13,22.61,8.78,8.6,7.44,4.29,2.81,2.32,Rhyolite
35.7,22.36,7.3,6.83,10.19,7.43,1.86,2.52,Granite
61.28,18.53,1.47,14.38,10.05,4.15,1.07,1.97,Chlorite
53.58,14.5,5.79,11.82,4.49,4.62,3.93,1.66,Amphibole
44.64,23.26,4.03,4.2,6.5,7.55,1.5,0.86,Granite
53.77,24.44,1.34,6.55,7.32,2.74,4.64,0.5,Syenite
66.16,18.85,6.1,14.11,0.61,5.51,4.18,0.53,Olivine
54.36,17.19,3.93,13.05,10.08,6.29,4.58,1.16,Talc
32.32,23.13,12.48,7.25,6.59,4.76,2.6,2.16,Basalt
70.98,21.05,11.95,1.68,2.49,4.68,2.2,2.55,Amphibolite
31.48,5.38,6.68,10.01,10.67,5.45,3.76,0.99,Quartz
45.48,11.36,12.63,5.42,4.71,1.8,2.9,0.61,Chlorite
65.26,22.48,6.0,9.46,3.98,6.44,4.08,1.63,Amphibolite
32.76,9.88,6.13,13.52,11.47,2.79,1.37,1.86,Andesite
43.0,12.33,2.76,5.07,1.75,4.14,4.72,1.63,Feldspar
31.08,5.47,7.9,13.24,4.22,2.72,2.87,2.9,Amphibole
33.7,7.17,3.86,4.31,11.52,1.03,4.6,2.89,Talc
49.26,22.97,14.04,1.7,6.69,6.99,0.59,0.3,Granite
49.08,24.79,1.33,4.78,10.57,1.31,4.77,2.77,Rhyolite
55.69,10.82,12.26,6.3,10.78,7.95,1.96,0.32,Gabbro
76.37,5.66,14.27,10.66,3.65,3.41,1.53,0.34,Amphibole
77.96,18.83,14.41,13.93,9.39,4.52,0.76,0.76,Rhyolite
78.11,23.57,7.78,5.88,8.16,4.47,2.59,0.79,Basalt
37.05,24.83,10.89,11.62,10.66,2.83,4.18,0.45,Granite
62.15,24.67,9.77,2.26,11.79,3.11,3.67,1.2,Syenite
51.22,7.76,1.96,10.75,10.95,3.3,2.46,0.63,Mica
63.6,22.07,13.9,8.52,9.4,6.8,0.62,2.46,Slate
30.1,6.4,8.97,8.69,3.41,2.57,3.56,1.35,Chlorite
72.39,16.44,5.41,14.19,2.36,7.39,2.21,1.21,Andesite
31.92,7.36,5.34,10.61,9.51,3.04,3.4,0.92,Slate
56.22,24.98,4.37,10.46,9.8,6.38,2.25,1.86,Slate
62.61,12.71,6.24,3.06,11.99,4.52,3.5,1.82,Rhyolite
58.6,6.67,12.33,3.39,9.63,5.23,4.38,0.41,Amphibolite
53.96,15.48,11.7,3.19,4.67,7.55,4.27,0.32,Amphibolite
71.13,6.58,8.03,13.61,6.01,6.66,1.82,1.54,Feldspar
61.9,9.92,7.65,13.1,1.52,5.34,2.9,1.82,Pyroxene
42.74,15.0,3.33,8.73,8.09,3.59,1.64,0.43,Feldspar
73.63,7.66,5.99,12.48,5.82,1.25,2.98,1.64,Pyroxene
33.37,17.29,3.65,6.4,11.81,7.64,1.77,2.09,Pyroxene
70.77,17.67,11.34,12.75,5.99,7.86,0.77,0.56,Amphibole
70.06,11.9,2.07,9.08,11.24,7.82,0.74,0.39,Peridotite
77.84,13.59,13.13,12.26,6.44,1.64,4.02,2.95,Marble
58.65,5.05,11.72,4.96,3.87,1.81,1.08,1.44,Gabbro
32.26,15.01,10.3,12.06,12.0,6.51,4.99,1.25,Mica
43.57,6.41,11.41,8.38,2.51,5.59,2.11,1.86,Olivine
46.15,24.48,3.84,2.89,11.76,3.13,4.3,2.11,Serpentine
74.36,23.85,4.41,6.84,8.67,5.93,3.78,1.56,Mica
74.31,11.96,3.89,1.41,7.04,3.73,1.14,2.08,Chlorite
71.16,15.54,9.37,3.42,8.33,2.44,1.17,1.55,Olivine
45.5,19.8,7.69,1.71,11.5,3.55,4.94,2.62,Gabbro
65.49,20.19,3.5,10.59,10.51,0.99,4.57,2.5,Feldspar
79.21,24.59,10.1,4.45,10.05,4.05,1.78,2.47,Gabbro
44.09,16.45,3.52,6.23,10.94,7.27,2.03,0.85,Peridotite
55.76,19.7,1.81,3.48,0.86,3.63,1.49,0.95,Quartz
76.6,24.03,10.16,6.16,11.5,2.58,3.46,1.67,Syenite
65.22,23.78,7.19,4.07,6.15,5.6,2.65,2.03,Mica
32.11,23.5,9.64,11.66,6.74,7.05,3.0,0.55,Syenite
52.01,18.93,12.77,5.15,3.76,5.93,2.63,1.44,Peridotite
71.94,9.71,5.94,13.84,10.4,2.18,2.08,0.74,Quartz
64.42,10.42,3.6,9.17,6.98,6.81,1.39,2.91,Chlorite
70.66,8.8,10.25,6.06,10.53,3.04,0.94,0.32,Dolomite
52.21,15.15,9.63,11.47,9.66,3.23,3.44,1.75,Serpentine
48.5,23.43,6.63,6.58,3.53,6.48,2.77,1.75,Serpentine
69.15,21.77,14.28,1.28,9.36,7.12,1.4,1.35,Serpentine
49.95,13.75,13.58,8.42,1.28,1.63,1.02,1.05,Slate
75.03,23.37,9.89,8.74,1.66,7.64,2.05,0.3,Basalt
36.28,19.31,12.67,3.32,7.55,7.65,4.15,0.99,Olivine
70.79,8.89,7.19,4.78,11.94,2.11,2.31,0.28,Peridotite
58.5,19.3,4.16,4.69,3.32,1.5,3.04,0.42,Marble
41.05,22.25,6.57,1.77,9.88,7.13,3.89,2.57,Peridotite
63.98,17.26,11.3,3.59,11.28,3.59,4.89,2.05,Gabbro
77.11,10.15,8.69,11.18,3.15,4.51,3.12,1.73,Syenite
48.97,8.79,9.3,8.06,9.42,5.79,1.24,0.69,Serpentine
48.35,8.52,2.14,2.53,11.87,2.2,3.2,2.12,Dolomite
72.57,19.96,9.13,8.44,10.75,4.46,4.45,0.54,Granite
64.75,15.27,8.12,7.64,9.75,2.82,1.2,1.92,Feldspar
37.86,15.46,10.87,2.29,6.44,2.52,2.06,2.54,Serpentine
39.23,10.57,6.1,11.94,9.35,6.59,4.76,1.31,Peridotite
38.19,17.81,5.3,8.9,11.65,3.88,4.61,1.87,Mica
66.77,15.48,5.79,1.88,4.39,2.95,3.57,2.0,Chlorite
59.25,21.81,5.42,7.91,11.63,4.15,0.94,1.74,Pyroxene
48.59,17.81,14.21,12.79,6.05,3.09,1.96,2.0,Quartz
35.59,10.01,10.04,8.0,4.14,4.61,2.33,2.08,Syenite
70.71,8.59,12.2,14.15,2.0,4.37,2.38,0.71,Peridotite
45.39,8.94,5.38,13.37,11.9,4.4,2.26,0.45,Syenite
30.09,6.33,5.01,2.59,12.0,2.76,1.68,0.29,Serpentine
60.53,19.3,10.85,8.66,2.61,0.69,0.77,1.31,Pyroxene
61.62,21.66,6.01,1.86,4.99,7.69,3.93,0.22,Amphibolite
52.94,20.55,2.85,1.86,2.77,2.3,2.59,0.79,Mica
49.5,15.63,14.36,9.45,10.72,2.27,3.18,1.29,Chlorite
62.54,13.91,4.77,4.25,11.21,7.0,3.74,0.84,Talc
59.98,22.9,13.22,3.33,9.79,5.19,2.17,0.56,Slate
56.0,12.23,5.33,14.91,10.33,7.19,1.48,1.71,Gabbro
78.59,12.36,10.83,13.75,3.87,3.59,1.92,1.69,Dolomite
69.77,23.69,4.06,9.16,5.64,2.84,1.97,0.82,Talc
43.67,8.65,11.47,5.44,0.66,5.79,3.55,2.75,Andesite
56.64,10.76,14.73,12.79,5.06,7.92,0.66,0.25,Olivine
56.88,22.45,10.44,3.56,1.75,7.32,4.88,2.29,Quartz
43.51,22.14,6.09,8.49,7.94,1.6,1.76,2.02,Gabbro
76.98,9.51,13.87,12.7,1.27,6.61,4.83,0.7,Olivine
72.34,15.11,6.05,9.76,10.85,6.45,0.93,1.56,Quartz
45.43,22.89,10.06,6.57,3.75,6.17,3.85,2.23,Pyroxene
76.78,23.05,7.55,12.45,2.96,4.72,4.8,2.35,Gabbro
47.18,6.96,5.1,4.8,3.11,2.08,0.99,2.21,Amphibolite
70.51,14.4,14.7,11.7,1.59,3.28,1.05,1.27,Quartz
64.22,6.32,14.92,4.15,3.2,1.1,1.54,0.34,Rhyolite
34.44,5.38,1.09,11.8,5.36,0.52,0.78,1.71,Granite
40.77,14.58,7.52,7.88,6.69,6.97,4.67,0.75,Feldspar
72.81,13.91,4.38,13.27,2.07,1.67,2.27,1.5,Gabbro
73.26,21.53,6.19,12.98,3.59,4.15,0.65,1.01,Talc
43.42,16.19,2.29,5.1,11.23,3.49,0.94,2.71,Serpentine
37.19,19.65,8.97,5.87,2.71,4.43,1.45,1.81,Gabbro
76.58,17.62,4.9,8.46,8.4,5.41,2.21,2.31,Andesite
38.02,22.12,13.03,9.08,5.94,7.72,3.94,0.41,Granite
37.95,20.96,3.46,14.44,6.3,6.56,1.9,0.35,Talc
49.88,24.39,3.65,4.51,2.08,1.59,2.68,1.04,Basalt
57.71,7.17,7.74,3.93,7.42,5.73,1.0,2.7,Gabbro
53.64,15.47,12.19,14.53,1.46,4.06,2.87,0.29,Serpentine
73.05,21.92,9.1,8.96,9.59,4.61,0.94,0.92,Olivine
39.62,7.63,8.52,3.26,4.69,1.65,2.26,2.76,Syenite
37.75,20.25,9.91,1.3,5.1,1.42,1.31,2.26,Chlorite
34.01,10.69,7.67,6.88,6.96,5.77,1.48,2.83,Serpentine
32.85,21.98,6.53,1.48,8.77,4.63,1.11,1.32,Granite
65.09,20.31,12.76,13.47,6.35,3.49,0.84,0.57,Chlorite
64.32,7.98,5.19,1.41,7.64,1.35,2.61,0.76,Feldspar
75.2,23.43,5.18,11.58,6.39,4.46,4.48,1.29,Amphibole
73.01,23.68,13.38,3.85,10.37,3.7,1.12,0.58,Chlorite
61.53,9.25,14.27,4.5,8.1,4.8,3.66,1.19,Andesite
40.4,24.76,12.74,2.47,5.66,2.45,2.95,2.08,Basalt
67.62,12.95,8.64,8.25,1.76,1.38,1.81,0.53,Serpentine
69.95,7.12,5.52,11.81,9.15,7.33,3.15,0.79,Amphibole
45.82,17.03,12.46,9.65,5.62,3.25,3.92,0.61,Quartz
44.16,20.06,13.74,9.33,2.84,2.18,3.76,2.01,Quartz
76.68,12.99,4.27,2.44,5.5,3.43,2.36,0.66,Gabbro
40.12,20.29,14.87,9.17,0.78,5.67,2.47,2.12,Mica
63.81,13.11,4.22,4.69,2.32,3.21,3.61,2.23,Dolomite
64.29,5.35,5.53,3.14,5.7,2.18,1.6,2.15,Syenite
44.61,10.49,2.44,1.41,10.65,6.89,1.08,0.9,Granite
65.63,20.57,1.84,14.56,9.26,2.88,3.24,2.6,Amphibolite
46.12,10.17,14.78,9.76,0.97,3.24,3.84,2.13,Syenite
63.7,14.75,14.45,13.97,2.67,7.45,0.74,0.82,Dolomite
41.06,14.4,1.65,12.13,10.54,5.01,4.19,2.56,Gabbro
79.59,24.8,14.6,3.53,11.09,1.22,4.97,1.16,Amphibolite
46.64,21.1,2.94,2.58,9.43,6.87,4.89,0.37,Mica
39.97,9.13,6.44,10.42,10.08,7.41,2.06,0.94,Quartz
46.06,24.54,5.0,13.9,1.32,0.88,2.14,2.28,Syenite
50.14,8.75,10.91,1.71,3.68,7.49,4.48,2.77,Serpentine
72.61,22.61,2.14,5.96,9.08,3.7,1.15,0.81,Talc
32.63,23.38,13.77,12.22,10.61,5.22,4.85,1.19,Quartz
56.04,16.45,1.62,5.95,9.12,5.81,0.84,0.74,Granite
52.5,13.86,9.99,11.77,2.26,0.94,3.65,1.07,Gabbro
45.94,23.72,7.1,10.96,10.89,3.43,1.78,1.05,Rhyolite
61.95,10.34,4.29,1.02,11.01,7.46,0.6,2.8,Olivine
50.39,7.53,10.49,1.12,10.11,6.83,4.45,2.92,Marble
50.46,7.86,11.81,9.55,8.93,2.82,1.82,0.45,Gabbro
38.74,11.13,11.76,12.26,3.85,4.56,3.92,2.65,Marble
51.61,7.91,11.32,3.85,7.9,4.18,3.21,1.03,Amphibolite
47.2,6.99,5.27,9.82,11.44,2.21,4.2,0.56,Feldspar
73.96,19.93,1.27,1.19,10.85,7.41,2.73,1.44,Marble
49.56,13.87,12.42,9.91,7.09,1.36,4.32,2.56,Chlorite
44.18,13.11,4.13,1.65,6.97,2.39,1.75,1.48,Pyroxene
45.83,7.44,2.79,2.57,11.13,5.36,2.07,2.6,Dolomite
33.36,19.99,1.83,6.02,5.56,7.26,3.9,1.37,Olivine
55.15,13.64,8.35,10.26,2.97,6.73,2.74,1.27,Gabbro
63.62,5.44,7.34,1.92,8.16,5.9,3.81,1.19,Andesite
50.06,6.21,1.72,14.51,7.4,7.51,1.38,2.3,Serpentine
48.3,19.39,2.11,14.23,7.42,0.65,3.31,2.22,Basalt
48.93,11.31,2.19,8.41,2.25,0.55,2.38,1.46,Amphibolite
45.47,24.84,4.66,14.58,10.89,3.47,4.01,2.4,Talc
45.78,6.33,5.04,12.96,0.56,5.37,2.68,1.58,Andesite
48.72,7.23,5.97,6.16,11.06,7.95,3.04,1.56,Quartz
65.39,15.01,2.11,4.14,11.62,4.37,2.55,1.97,Feldspar
58.65,12.46,3.26,4.84,11.71,0.79,1.94,0.91,Slate
70.24,10.6,1.57,14.38,0.63,1.32,3.65,1.2,Marble
60.92,20.51,12.92,11.75,6.13,5.71,4.44,0.63,Quartz
77.95,21.94,3.37,7.7,6.4,5.58,3.05,1.02,Serpentine
78.37,13.87,11.15,3.75,9.73,1.06,0.95,1.55,Pyroxene
55.27,19.69,12.23,13.4,2.78,2.43,4.28,1.45,Quartz
58.43,15.27,4.27,4.07,6.04,2.13,2.55,0.95,Feldspar
75.75,17.83,3.52,8.56,5.78,5.1,4.35,2.34,Gabbro
36.96,17.66,2.05,14.8,10.21,3.04,2.06,0.87,Basalt
76.35,14.38,3.35,12.74,6.38,4.63,2.87,2.39,Gabbro
76.03,21.13,12.25,10.79,10.49,4.6,2.44,2.46,Amphibolite
56.09,7.26,3.22,7.1,1.47,1.68,1.95,0.79,Quartz
32.47,8.99,2.62,14.19,4.53,1.82,3.98,2.88,Chlorite
68.12,19.31,10.65,2.63,5.67,4.24,0.78,2.98,Rhyolite
31.73,23.16,10.3,12.66,2.46,0.64,1.77,2.8,Talc
30.71,20.01,7.64,11.68,4.49,6.57,4.48,2.32,Amphibolite
49.96,15.29,12.61,13.91,10.55,7.78,2.66,2.12,Amphibolite
73.46,17.25,8.38,10.3,11.51,3.3,3.58,1.68,Feldspar
72.14,12.57,6.74,3.6,5.49,1.37,0.81,2.73,Dolomite
72.75,17.32,14.79,7.97,9.09,2.75,4.62,1.9,Amphibolite
33.06,22.81,9.95,7.63,8.4,2.66,3.91,2.41,Gabbro
69.18,21.89,2.09,2.21,3.08,4.45,3.51,0.65,Serpentine
79.32,10.43,7.13,5.87,5.51,3.49,4.76,1.58,Amphibolite
77.1,12.39,1.39,12.65,6.62,2.23,4.55,1.56,Andesite
61.88,5.09,8.0,9.11,3.31,7.23,1.51,2.99,Amphibolite
66.63,23.3,5.04,12.88,10.62,1.05,4.98,2.17,Basalt
57.07,13.63,13.35,10.74,3.86,7.3,3.55,2.24,Dolomite
43.21,13.41,2.26,7.01,9.28,1.78,1.99,1.46,Amphibole
53.88,13.86,2.6,1.57,5.63,5.19,4.8,0.33,Rhyolite
71.54,11.42,8.89,1.97,1.43,3.91,4.84,1.11,Dolomite
61.64,8.88,7.52,13.9,2.24,0.93,4.7,0.26,Serpentine
72.18,18.85,12.44,3.38,11.49,7.52,4.66,2.97,Chlorite
77.86,10.21,3.59,12.84,9.59,5.85,4.16,1.85,Rhyolite
74.89,10.09,1.22,6.25,8.97,4.65,4.85,2.5,Basalt
52.43,15.6,2.42,6.73,0.98,6.71,4.46,0.94,Syenite
30.36,18.85,8.37,3.0,10.15,1.04,2.18,0.65,Dolomite
55.6,11.61,5.87,11.07,11.26,2.11,3.58,2.96,Olivine
63.11,20.44,11.15,3.43,9.03,4.21,1.58,1.09,Rhyolite
72.46,5.81,2.46,6.74,10.36,0.82,1.66,1.77,Amphibole
50.93,20.92,4.27,2.04,11.46,2.62,2.24,0.79,Granite
51.34,15.67,6.37,7.79,9.01,7.64,2.22,2.09,Rhyolite
42.84,13.45,13.17,1.34,11.03,2.27,3.81,2.76,Talc
35.41,8.33,3.04,13.03,5.55,5.3,2.87,2.76,Amphibole
59.79,18.75,12.24,4.97,4.65,1.08,1.24,2.93,Dolomite
44.3,6.68,5.56,4.86,4.5,3.23,1.07,2.51,Basalt
70.84,9.1,12.42,5.65,7.98,4.09,2.76,1.52,Rhyolite
62.08,18.81,7.53,8.87,8.02,5.79,1.78,2.28,Basalt
42.59,9.64,1.4,14.21,10.35,7.12,2.79,0.36,Amphibole
44.7,16.87,4.96,2.08,1.51,2.38,3.02,1.82,Syenite
30.52,19.5,5.17,4.82,7.51,7.75,3.59,1.03,Peridotite
33.52,22.83,2.58,11.66,7.13,0.62,2.22,1.91,Amphibolite
61.31,15.9,7.67,13.55,9.53,7.87,1.38,0.86,Syenite
60.74,6.99,6.58,4.22,9.69,1.62,3.72,2.42,Granite
34.48,8.67,6.79,3.86,10.51,3.9,0.52,1.45,Dolomite
43.27,13.82,2.73,3.04,9.53,3.09,3.38,2.65,Rhyolite
57.95,15.45,14.7,11.76,9.07,4.15,0.69,1.82,Peridotite
59.55,17.61,1.2,7.78,11.44,4.93,4.29,0.5,Andesite
53.06,10.1,2.02,13.71,11.52,6.79,1.54,1.09,Granite
34.88,15.61,6.49,12.86,2.33,1.92,1.32,0.69,Syenite
36.78,5.96,4.23,2.25,7.67,3.38,3.15,0.27,Olivine
71.35,16.67,8.41,3.09,0.9,5.66,4.47,1.71,Olivine
63.94,19.59,8.0,8.13,3.77,6.83,1.51,0.3,Basalt
63.95,20.53,12.95,4.47,5.25,3.06,1.01,0.92,Pyroxene
49.91,16.59,13.92,5.99,0.52,6.63,3.12,2.06,Slate
57.09,9.96,1.5,5.92,11.46,1.22,2.23,2.44,Chlorite
46.18,7.42,6.2,2.15,0.69,4.46,3.71,0.88,Marble
54.73,14.21,5.35,6.78,9.01,6.69,2.84,0.32,Peridotite
73.52,16.32,2.29,2.95,1.01,6.16,1.28,1.47,Feldspar
68.38,12.11,9.37,9.97,4.49,1.89,0.71,1.05,Andesite
43.74,19.13,11.95,14.37,1.76,3.62,4.22,0.35,Quartz
48.39,21.92,1.48,6.52,3.74,0.68,0.95,2.06,Andesite
50.27,13.04,2.48,6.1,10.16,1.04,0.82,2.26,Mica
39.15,19.93,10.9,7.19,0.86,4.06,4.54,1.06,Quartz
68.53,14.6,11.36,13.39,7.56,6.31,4.67,1.48,Amphibole
56.39,8.96,1.1,5.1,9.83,5.82,4.88,0.51,Andesite
49.0,14.42,6.44,2.55,5.7,7.28,2.62,2.74,Olivine
38.46,9.79,13.73,7.17,6.55,2.41,2.36,2.12,Amphibole
69.5,14.21,11.54,2.0,6.06,3.69,2.27,1.08,Marble
51.38,19.79,1.99,14.6,9.09,2.94,4.91,2.76,Slate
62.55,7.95,14.41,11.07,11.44,5.87,1.09,2.98,Feldspar
65.75,11.56,9.3,7.96,11.51,1.77,3.61,0.74,Gabbro
71.55,8.17,2.09,3.63,4.08,2.91,4.25,2.33,Pyroxene
70.44,13.85,12.24,10.06,11.46,7.73,2.46,1.06,Amphibole
55.94,6.71,10.78,4.89,4.71,4.42,3.75,2.57,Granite
32.38,10.85,11.59,12.92,2.92,2.46,4.02,2.9,Amphibole
73.59,10.79,9.31,3.28,1.57,5.63,2.32,0.63,Marble
72.6,5.65,1.42,10.73,1.67,2.72,4.31,0.86,Talc
46.89,6.46,8.54,1.27,1.71,0.54,3.07,1.63,Mica
51.44,12.1,14.83,7.97,6.31,7.85,2.48,0.25,Syenite
53.81,7.52,5.17,5.2,3.51,4.79,2.52,1.01,Amphibolite
79.89,23.45,14.18,7.74,0.89,4.06,2.47,1.6,Slate
52.46,16.14,5.45,8.74,11.42,1.45,4.38,0.88,Marble
42.19,8.87,11.63,6.46,11.39,0.78,1.91,0.41,Granite
60.05,16.0,3.05,12.03,3.79,6.2,2.21,1.65,Pyroxene
74.41,6.25,9.87,8.6,6.68,7.88,4.27,1.48,Rhyolite
76.01,22.61,12.09,6.67,7.74,7.01,2.68,0.35,Peridotite
67.3,16.69,9.01,9.0,1.78,2.13,2.44,2.52,Andesite
42.36,20.61,6.55,8.39,11.68,1.78,4.53,0.7,Olivine
41.86,9.19,8.54,12.39,5.71,0.83,3.48,2.27,Granite
58.29,22.52,5.72,8.98,1.46,2.12,4.33,2.12,Granite
77.2,19.41,6.32,10.7,10.97,2.75,1.08,0.98,Amphibolite
41.73,20.91,6.49,9.59,4.47,1.31,3.39,1.06,Granite
70.26,23.44,14.65,8.21,4.27,6.38,1.67,2.27,Syenite
46.64,21.91,3.05,8.45,2.12,6.62,3.85,0.2,Mica
49.75,6.58,11.89,7.36,11.63,7.63,3.51,2.68,Amphibolite
56.08,11.5,9.06,11.41,3.69,4.19,1.98,0.91,Peridotite
73.81,5.23,8.54,14.69,1.62,2.5,4.69,2.91,Gabbro
66.45,11.27,4.94,12.0,11.48,1.45,2.64,2.51,Amphibole
58.29,14.5,8.36,7.39,8.9,5.96,0.64,2.8,Peridotite
60.5,14.78,1.1,5.42,1.66,6.28,4.1,1.0,Pyroxene
74.46,6.38,11.08,4.41,10.93,1.2,4.13,0.49,Granite
45.31,24.58,14.57,9.94,4.49,6.46,3.97,0.56,Amphibole
74.61,10.05,2.09,4.48,11.8,1.66,3.2,1.23,Basalt
55.87,12.43,2.24,2.54,0.95,4.73,2.83,2.55,Olivine
34.85,15.72,13.94,8.61,4.01,3.8,1.72,1.05,Andesite
46.01,6.31,5.43,3.43,3.17,0.74,2.62,0.73,Peridotite
54.28,16.98,14.8,6.87,7.09,1.71,1.25,0.3,Mica
38.35,11.0,10.64,4.21,3.1,6.73,3.65,2.98,Rhyolite
